data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
2023-05-20,sábado,01:45:00,ES,101,162,LINHARES,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,4,0,1,1,1,1,2,3,"-19,49015283","-40,12624024",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-05-20,sábado,10:30:00,ES,101,170,ARACRUZ,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,1,0,0,1,3,0,5,"-19,54971588","-40,16824317",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-05-20,sábado,15:00:00,ES,101,172,ARACRUZ,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-19,56471105","-40,17869594",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-05-21,domingo,18:20:00,ES,101,62,SAO MATEUS,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Anoitecer,Crescente,Céu Claro,Dupla,Curva;Aclive,Não,2,0,0,0,2,0,0,2,"-18,726597","-39,85975",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-05-21,domingo,18:50:00,ES,101,"448,3",MIMOSO DO SUL,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,3,0,0,2,1,0,2,2,"-21,13654582","-41,27872467",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-05-22,segunda-feira,08:00:00,ES,101,"289,9",CARIACICA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta;Declive,Não,3,0,1,0,1,1,1,2,"-20,28729698","-40,39213657",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-05-22,segunda-feira,08:05:00,ES,101,289,CARIACICA,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,4,0,2,0,2,0,2,2,"-20,28700923","-40,39218318",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-05-22,segunda-feira,10:20:00,ES,101,162,LINHARES,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,0,0,2,2,0,4,"-19,49015283","-40,12624024",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-05-22,segunda-feira,15:30:00,ES,101,"219,9",IBIRACU,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Sim,3,0,0,0,2,1,0,3,"-19,86460092","-40,38336629",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-04-20,quinta-feira,18:10:00,ES,101,"337,4",GUARAPARI,Manobra de mudança de faixa,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Nublado,Dupla,Curva,Não,4,1,0,0,2,2,0,4,"-20,63575379","-40,54199324",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-05-24,quarta-feira,00:50:00,ES,101,293,CARIACICA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Em Obras;Curva,Sim,1,0,1,0,0,0,1,1,"-20,32415948","-40,3952903",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-05-25,quinta-feira,09:25:00,ES,101,"268,9",SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Sim,3,0,0,0,2,2,0,4,"-20,20842","-40,269405",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-05-27,sábado,08:10:00,ES,262,"17,6",VIANA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Interseção de Vias,Sim,2,0,0,1,1,0,1,2,"-20,39137228","-40,48080285",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-05-30,terça-feira,14:50:00,ES,101,297,CARIACICA,Condutor deixou de manter distância do veículo da frente,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,6,0,3,0,2,1,3,4,"-20,34646484","-40,41083878",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-05-31,quarta-feira,08:20:00,ES,101,301,VIANA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,4,0,1,0,2,1,1,3,"-20,36278187","-40,4401343",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-05-31,quarta-feira,12:30:00,ES,101,126,SOORETAMA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,3,0,1,0,2,0,1,2,"-19,193953","-40,0951",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-05-31,quarta-feira,21:40:00,ES,101,"183,7",ARACRUZ,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,0,1,1,2,"-19,64708421","-40,23286555",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-06-01,quinta-feira,12:38:00,ES,101,"331,9",GUARAPARI,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-20,60149301","-40,50248706",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-06-02,sexta-feira,07:09:00,ES,101,"274,9",SERRA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,2,0,1,0,0,1,1,2,"-20,21288515","-40,29612219",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-02,sexta-feira,08:10:00,ES,262,"40,2",DOMINGOS MARTINS,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Curva;Declive,Não,3,0,1,0,1,1,1,3,"-20,38274795","-40,63948989",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-06-02,sexta-feira,23:00:00,ES,101,"442,3",MIMOSO DO SUL,Ausência de reação do condutor,Colisão transversal,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,9,1,5,1,1,2,6,4,"-21,09376956","-41,24999285",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-06-03,sábado,01:45:00,ES,101,"383,7",RIO NOVO DO SUL,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-20,82873176","-40,85669518",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-06-03,sábado,04:45:00,ES,101,"314,5",VIANA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Declive;Reta,Não,2,0,1,0,0,1,1,2,"-20,461157","-40,46533",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-04-24,segunda-feira,17:18:00,ES,101,"241,8",SERRA,Problema com o freio,Colisão com objeto,Sem Vítimas,Anoitecer,Decrescente,Nublado,Múltipla,Reta,Sim,2,0,0,0,2,0,0,2,"-20,02389596","-40,39998096",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-05,segunda-feira,10:40:00,ES,101,"289,5",CARIACICA,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Declive,Sim,3,1,0,0,1,1,0,3,"-20,28401333","-40,39291089",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-06-05,segunda-feira,10:41:00,ES,101,"382,9",RIO NOVO DO SUL,Mal súbito do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-20,82072713","-40,84702482",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-06-05,segunda-feira,13:00:00,ES,101,145,LINHARES,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-19,36089598","-40,06464018",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-06-05,segunda-feira,17:40:00,ES,101,147,LINHARES,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim,3,0,1,0,2,0,1,2,"-19,37887202","-40,06657892",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-06-07,quarta-feira,03:00:00,ES,259,19,JOAO NEIVA,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta;Aclive,Não,3,0,1,0,1,1,1,3,"-19,6574847","-40,4588022",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-07,quarta-feira,07:33:00,ES,101,"65,7",SAO MATEUS,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Interseção de Vias,Sim,3,0,0,1,2,0,1,3,"-18,71591359","-39,87624586",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-06-07,quarta-feira,14:37:00,ES,101,"267,8",SERRA,Transitar na contramão,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,1,2,1,4,"-20,19930999","-40,26884609",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-08,quinta-feira,21:00:00,ES,101,"270,8",SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Curva,Sim,4,0,1,0,2,1,1,3,"-20,22662056","-40,27075088",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-09,sexta-feira,22:00:00,ES,101,2,PEDRO CANARIO,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,5,0,0,1,3,3,1,5,"-18,19250223","-39,92246769",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-06-10,sábado,05:40:00,ES,101,"126,4",LINHARES,Ausência de reação do condutor,Colisão frontal,Sem Vítimas,Amanhecer,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,2,"-19,193953","-40,0951",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-06-11,domingo,05:40:00,ES,101,45,CONCEICAO DA BARRA,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Fatais,Amanhecer,Crescente,Nevoeiro/Neblina,Simples,Reta,Não,2,1,1,0,0,0,1,2,"-18,54283908","-39,90546928",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-06-16,sexta-feira,09:00:00,ES,101,269,SERRA,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Não,2,0,1,0,1,0,1,2,"-20,21740496","-40,26990578",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-16,sexta-feira,11:48:00,ES,101,269,SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Interseção de Vias;Reta,Sim,2,0,1,0,1,0,1,2,"-20,21740496","-40,26990578",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-05-19,sexta-feira,11:51:00,ES,262,162,IBATIBA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Em Obras,Não,4,0,0,2,1,1,2,3,"-20,23593228","-41,53109078",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-06-16,sexta-feira,19:00:00,ES,262,99,VENDA NOVA DO IMIGRANTE,Carga excessiva e/ou mal acondicionada,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Não,3,0,2,0,0,2,2,3,"-20,35052264","-41,09312126",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-06-17,sábado,12:30:00,ES,101,144,LINHARES,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,2,0,0,1,1,0,1,2,"-19,35188295","-40,0636685",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-06-17,sábado,14:00:00,ES,101,296,CARIACICA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva;Viaduto;Aclive,Sim,3,0,1,0,2,0,1,3,"-20,34029997","-40,40405712",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-06-17,sábado,14:16:00,ES,101,"8,1",PEDRO CANARIO,Curva acentuada,Tombamento,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Curva;Aclive,Não,1,1,0,0,0,0,0,1,"-18,23027961","-39,95278417",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-06-19,segunda-feira,13:20:00,ES,262,"76,3",DOMINGOS MARTINS,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Curva;Declive,Não,2,0,1,0,0,1,1,2,"-20,41563106","-40,90669155",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-06-19,segunda-feira,21:05:00,ES,101,"366,9",ANCHIETA,Mal súbito do condutor,Colisão frontal,Com Vítimas Fatais,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,4,1,0,1,1,1,1,3,"-20,73590976","-40,7597842",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-06-20,terça-feira,10:10:00,ES,262,73,DOMINGOS MARTINS,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,3,0,1,0,2,0,1,3,"-20,41066352","-40,88380166",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-06-20,terça-feira,12:00:00,ES,101,329,GUARAPARI,Carga excessiva e/ou mal acondicionada,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-20,58543019","-40,49702183",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-06-22,quinta-feira,13:13:00,ES,101,"289,9",CARIACICA,Demais falhas mecânicas ou elétricas,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Declive,Não,2,0,2,0,0,0,2,1,"-20,28927747","-40,39181575",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-06-22,quinta-feira,19:41:00,ES,101,"388,6",RIO NOVO DO SUL,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,2,0,0,1,0,1,1,2,"-20,86687222","-40,89531898",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-06-26,segunda-feira,04:20:00,ES,101,160,LINHARES,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,2,0,0,0,1,1,0,2,"-19,47662979","-40,11402541",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-06-20,terça-feira,09:41:00,ES,101,271,SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,3,0,0,1,1,1,1,3,"-20,23267","-40,27658",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-27,terça-feira,16:00:00,ES,101,263,SERRA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,0,0,2,1,0,3,"-20,16554736","-40,27301648",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-28,quarta-feira,06:10:00,ES,101,"294,8",CARIACICA,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,0,1,1,2,1,4,"-20,32415948","-40,3952903",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-06-28,quarta-feira,13:10:00,ES,101,"268,5",SERRA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,5,0,1,0,3,1,1,4,"-20,20842","-40,269405",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-28,quarta-feira,16:51:00,ES,101,341,GUARAPARI,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Declive,Não,1,0,0,0,1,0,0,1,"-20,65278033","-40,57410974",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-06-28,quarta-feira,18:46:00,ES,101,"457,9",MIMOSO DO SUL,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de Vias;Reta,Não,3,0,0,1,1,2,1,4,"-21,19991799","-41,3009312",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-06-29,quinta-feira,13:45:00,ES,101,"349,5",ANCHIETA,Reação tardia ou ineficiente do condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,5,0,3,0,1,2,3,4,"-20,6527553","-40,64346758",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-06-29,quinta-feira,10:25:00,ES,101,297,CARIACICA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,"-20,34529844","-40,41026774",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-06-30,sexta-feira,12:25:00,ES,101,"292,5",CARIACICA,Condutor deixou de manter distância do veículo da frente,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Aclive;Reta,Sim,5,0,0,1,3,1,1,5,"-20,30274964","-40,37282467",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-06-30,sexta-feira,13:20:00,ES,101,"385,9",RIO NOVO DO SUL,Velocidade Incompatível,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Curva,Não,7,0,1,0,5,1,1,3,"-20,84176718","-40,87227345",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-05-25,quinta-feira,21:30:00,ES,101,113,SOORETAMA,Ultrapassagem Indevida,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,0,0,1,2,1,1,4,"-19,08668002","-40,04691895",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-01,sábado,08:00:00,ES,101,258,SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Declive;Reta,Sim,5,0,3,0,2,0,3,4,"-20,13059888","-40,2961019",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-01,sábado,09:30:00,ES,101,149,LINHARES,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,3,0,1,0,2,0,1,3,"-19,39619083","-40,06435871",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-01,sábado,21:40:00,ES,101,"387,7",RIO NOVO DO SUL,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Curva;Ponte,Não,2,0,1,0,0,1,1,2,"-20,85415981","-40,87841034",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-07-02,domingo,00:20:00,ES,259,105,BAIXO GUANDU,Reação tardia ou ineficiente do condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Curva,Sim,3,0,0,1,1,1,1,3,"-19,50792605","-41,03435442",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-04,terça-feira,15:20:00,ES,259,"35,1",COLATINA,Condutor Dormindo,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-19,55449975","-40,50035667",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-04,terça-feira,17:20:00,ES,101,"142,3",LINHARES,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-19,33458987","-40,06755477",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-05,quarta-feira,17:40:00,ES,262,104,VENDA NOVA DO IMIGRANTE,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Anoitecer,Crescente,Nublado,Dupla,Interseção de Vias;Desvio Temporário,Sim,2,0,0,0,2,0,0,2,"-20,33302593","-41,12931881",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-07-06,quinta-feira,05:20:00,ES,101,"427,9",ATILIO VIVACQUA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,1,"-21,01779485","-41,14995718",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-07-06,quinta-feira,10:50:00,ES,101,286,CARIACICA,Mal súbito do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva;Aclive,Não,2,0,1,0,0,1,1,2,"-20,26100626","-40,37864612",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-06,quinta-feira,12:35:00,ES,101,"264,4",SERRA,Condutor desrespeitou a iluminação vermelha do semáforo,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Interseção de Vias,Sim,3,0,1,0,1,1,1,3,"-20,17292791","-40,26736384",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-06,quinta-feira,16:00:00,ES,101,"238,5",FUNDAO,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Sim,4,0,0,1,2,2,1,5,"-19,993072","-40,4141669",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-16,sexta-feira,21:00:00,ES,259,16,JOAO NEIVA,Ausência de reação do condutor,Capotamento,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,3,1,0,1,0,1,1,2,"-19,65971112","-40,43161999",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-07,sexta-feira,06:31:00,ES,101,"298,7",CARIACICA,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,4,0,1,0,2,1,1,3,"-20,35374444","-40,4156433",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-07,sexta-feira,11:30:00,ES,101,"294,9",CARIACICA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,0,1,1,2,1,4,"-20,32415948","-40,3952903",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-07,sexta-feira,13:30:00,ES,101,"236,5",FUNDAO,Conversão proibida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-19,98434998","-40,41371315",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-21,quarta-feira,21:00:00,ES,259,38,COLATINA,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Declive;Reta,Não,3,0,1,0,1,3,1,5,"-19,55880276","-40,52027201",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-07,sexta-feira,17:30:00,ES,101,"224,3",IBIRACU,Reação tardia ou ineficiente do condutor,Engavetamento,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Não,7,0,3,0,3,2,3,6,"-19,88448281","-40,41556146",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-08,sábado,10:38:00,ES,101,"306,9",VIANA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,"-20,3926639","-40,46178818",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-09,domingo,06:11:00,ES,101,"44,2",CONCEICAO DA BARRA,Transitar na contramão,Tombamento,Com Vítimas Feridas,Amanhecer,Crescente,Nevoeiro/Neblina,Simples,Reta,Não,3,0,1,0,0,4,1,5,"-18,53423088","-39,90807761",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-07-10,segunda-feira,07:20:00,ES,101,215,IBIRACU,Mal súbito do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Curva,Sim,2,0,1,0,0,1,1,2,"-19,83184002","-40,38012995",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-10,segunda-feira,08:30:00,ES,101,168,LINHARES,Ausência de reação do condutor,Colisão lateral sentido oposto,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-19,53475892","-40,15759511",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-11,terça-feira,23:05:00,ES,262,"164,6",IBATIBA,Manobra de mudança de faixa,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,2,0,0,1,1,0,1,2,"-20,24268196","-41,54659319",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-07-12,quarta-feira,11:00:00,ES,259,"8,5",JOAO NEIVA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta;Aclive,Não,3,0,1,0,2,0,1,3,"-19,6786026","-40,3977434",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-02,sexta-feira,07:00:00,ES,101,"249,5",SERRA,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,3,0,0,1,1,2,1,4,"-20,07371936","-40,35345531",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
