data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
2024-09-06,sexta-feira,16:54:00,ES,101,"142,5",LINHARES,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Aclive,Sim,2,0,1,1,0,0,2,2,-19.33458987,-40.06755477,SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2024-09-06,sexta-feira,18:30:00,ES,101,"372,3",ICONHA,Pedestre - Ingestão de álcool/ substâncias psicoativas,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,-20.77215419,-40.77695658,SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2024-09-06,sexta-feira,06:40:00,ES,393,"1,9",CACHOEIRO DE ITAPEMIRIM,Ultrapassagem Indevida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Sim,3,0,1,0,2,0,1,2,-20.83723289,-41.16733095,SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2024-09-06,sexta-feira,18:25:00,ES,101,"66,5",SAO MATEUS,Ingestão de álcool pelo condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Múltipla,Reta,Sim,2,0,1,1,0,0,2,2,-18.7165195,-39.87436378,SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2024-09-06,sexta-feira,18:40:00,ES,259,"57,8",COLATINA,Demais falhas na via,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta;Em Obras,Sim,1,0,1,0,0,0,1,1,-19.50865703,-40.65581416,SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2024-09-06,sexta-feira,19:59:00,ES,259,"57,8",COLATINA,Demais falhas na via,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta;Em Obras;Interseção de Vias;Declive,Não,2,0,1,1,0,0,2,1,-19.50128488,-40.65265414,SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2024-09-06,sexta-feira,18:45:00,ES,259,"57,8",COLATINA,Demais falhas na via,Tombamento,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta;Em Obras,Sim,1,0,0,0,0,1,0,1,-19.514467,-40.660786,SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2024-09-06,sexta-feira,19:30:00,ES,101,"322,5",GUARAPARI,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva;Declive,Não,1,0,0,1,0,0,1,1,-20.52834469,-40.48236575,SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2024-09-06,sexta-feira,21:00:00,ES,393,3,CACHOEIRO DE ITAPEMIRIM,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,-20.82758347,-41.18252617,SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2024-09-06,sexta-feira,22:00:00,ES,101,"143,7",LINHARES,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta;Declive,Sim,3,0,3,0,0,0,3,1,-19.34286596,-40.0638568,SPRF-ES,DEL04-ES,UOP01-DEL04-ES
